id,name,description,image_url,max_stack
1495,Smooth Sandstone Slab,Smooth Sandstone Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_smooth_sandstone_slab.png,64
1496,Smooth Sandstone Stairs,Smooth Sandstone Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_smooth_sandstone_stairs.png,64
1497,Smooth Stone,Smooth Stone,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_smooth_stone.png,64
1498,Smooth Stone Slab,Smooth Stone Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_smooth_stone_slab.png,64
1499,Sniffer Egg,Sniffer Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sniffer_egg.png,64
1500,Sniffer Spawn Egg,Sniffer Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sniffer_spawn_egg.png,64
1501,Snort Pottery Sherd,Snort Pottery Sherd,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snort_pottery_sherd.png,64
1502,Snout Armor Trim,Snout Armor Trim,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snout_armor_trim.png,64
1503,Snout Banner Pattern,Snout Banner Pattern,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snout_banner_pattern.png,1
1504,Snow,Snow,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snow.png,64
1505,Snow Block,Snow Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snow_block.png,64
1506,Snow Golem Spawn Egg,Snow Golem Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snow_golem_spawn_egg.png,64
1507,Snowball,Snowball,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snowball.png,16
1508,Snowy Village Map,Snowy Village Map,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_snowy_village_map.png,64
1509,Soul Campfire,Soul Campfire,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_soul_campfire.png,64
1510,Soul Lantern,Soul Lantern,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_soul_lantern.png,64
1511,Soul Sand,Soul Sand,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_soul_sand.png,64
1512,Soul Soil,Soul Soil,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_soul_soil.png,64
1513,Soul Torch,Soul Torch,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_soul_torch.png,64
1514,Spectral Arrowâ€Œ,Spectral Arrowâ€Œ,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spectral_arrow.png,64
1515,Spider Eye,Spider Eye,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spider_eye.png,64
1516,Spider Spawn Egg,Spider Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spider_spawn_egg.png,64
1517,Spire Armor Trim,Spire Armor Trim,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spire_armor_trim.png,64
1518,Splash Potion of Fire Resistance - Fire Resistance (3:00),Splash Potion of Fire Resistance - Fire Resistance (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_fire_resistance_fire_resistance_3_00.png,1
1519,Splash Potion of Fire Resistance - Fire Resistance (8:00),Splash Potion of Fire Resistance - Fire Resistance (8:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_fire_resistance_fire_resistance_8_00.png,1
1520,Splash Potion of Harming - Instant Damage,Splash Potion of Harming - Instant Damage,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_harming_instant_damage.png,1
1521,Splash Potion of Harming - Instant Damage II,Splash Potion of Harming - Instant Damage II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_harming_instant_damage_ii.png,1
1522,Splash Potion of Healing - Instant Health,Splash Potion of Healing - Instant Health,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_healing_instant_health.png,1
1523,Splash Potion of Healing - Instant Health II,Splash Potion of Healing - Instant Health II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_healing_instant_health_ii.png,1
1524,Splash Potion of Infestation - Infested (3:00),Splash Potion of Infestation - Infested (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_infestation_infested_3_00.png,1
1525,Splash Potion of Invisibility - Invisibility (3:00),Splash Potion of Invisibility - Invisibility (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_invisibility_invisibility_3_00.png,1
1526,Splash Potion of Invisibility - Invisibility (8:00),Splash Potion of Invisibility - Invisibility (8:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_invisibility_invisibility_8_00.png,1
1527,Splash Potion of Leaping - Jump Boost (3:00),Splash Potion of Leaping - Jump Boost (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_leaping_jump_boost_3_00.png,1
1528,Splash Potion of Leaping - Jump Boost (8:00),Splash Potion of Leaping - Jump Boost (8:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_leaping_jump_boost_8_00.png,1
1529,Splash Potion of Leaping - Jump Boost II (1:30),Splash Potion of Leaping - Jump Boost II (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_leaping_jump_boost_ii_1_30.png,1
1530,Splash Potion of Luck - Luck (5:00),Splash Potion of Luck - Luck (5:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_luck_luck_5_00.png,1
1531,Splash Potion of Night Vision - Night Vision (3:00),Splash Potion of Night Vision - Night Vision (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_night_vision_night_vision_3_00.png,1
1532,Splash Potion of Night Vision - Night Vision (8:00),Splash Potion of Night Vision - Night Vision (8:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_night_vision_night_vision_8_00.png,1
1533,Splash Potion of Oozing - Oozing (3:00),Splash Potion of Oozing - Oozing (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_oozing_oozing_3_00.png,1
1534,Splash Potion of Poison - Poison (0:45),Splash Potion of Poison - Poison (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_poison_poison_0_45.png,1
1535,Splash Potion of Poison - Poison (1:30),Splash Potion of Poison - Poison (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_poison_poison_1_30.png,1
1536,Splash Potion of Poison - Poison II (0:21),Splash Potion of Poison - Poison II (0:21),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_poison_poison_ii_0_21.png,1
1537,Splash Potion of Regeneration - Regeneration (0:45),Splash Potion of Regeneration - Regeneration (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_regeneration_regeneration_0_45.png,1
1538,Splash Potion of Regeneration - Regeneration (1:30),Splash Potion of Regeneration - Regeneration (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_regeneration_regeneration_1_30.png,1
1539,Splash Potion of Regeneration - Regeneration II (0:22),Splash Potion of Regeneration - Regeneration II (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_regeneration_regeneration_ii_0_22.png,1
1540,Splash Potion of Slow Falling - Slow Falling (1:30),Splash Potion of Slow Falling - Slow Falling (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_slow_falling_slow_falling_1_30.png,1
1541,Splash Potion of Slow Falling - Slow Falling (4:00),Splash Potion of Slow Falling - Slow Falling (4:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_slow_falling_slow_falling_4_00.png,1
1542,Splash Potion of Slowness - Slowness (1:30),Splash Potion of Slowness - Slowness (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_slowness_slowness_1_30.png,1
1543,Splash Potion of Slowness - Slowness (4:00),Splash Potion of Slowness - Slowness (4:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_slowness_slowness_4_00.png,1
1544,Splash Potion of Slowness - Slowness IV (0:20),Splash Potion of Slowness - Slowness IV (0:20),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_slowness_slowness_iv_0_20.png,1
1545,Splash Potion of Strength - Strength (3:00),Splash Potion of Strength - Strength (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_strength_strength_3_00.png,1
1546,Splash Potion of Strength - Strength (8:00),Splash Potion of Strength - Strength (8:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_strength_strength_8_00.png,1
1547,Splash Potion of Strength - Strength II (1:30),Splash Potion of Strength - Strength II (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_strength_strength_ii_1_30.png,1
1548,Splash Potion of Swiftness - Speed (3:00),Splash Potion of Swiftness - Speed (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_swiftness_speed_3_00.png,1
1549,Splash Potion of Swiftness - Speed (8:00),Splash Potion of Swiftness - Speed (8:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_swiftness_speed_8_00.png,1
1550,Splash Potion of Swiftness - Speed II (1:30),Splash Potion of Swiftness - Speed II (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_swiftness_speed_ii_1_30.png,1
1551,Splash Potion of the Turtle Master - ... IV ... III (0:20),Splash Potion of the Turtle Master - ... IV ... III (0:20),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_the_turtle_master_iv_iii_0_20.png,1
1552,Splash Potion of the Turtle Master - ... IV ... III (0:40),Splash Potion of the Turtle Master - ... IV ... III (0:40),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_the_turtle_master_iv_iii_0_40.png,1
1553,Splash Potion of the Turtle Master - ... VI ... IV (0:20),Splash Potion of the Turtle Master - ... VI ... IV (0:20),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_the_turtle_master_vi_iv_0_20.png,1
1554,Splash Potion of Water Breathing - Water Breathing (3:00),Splash Potion of Water Breathing - Water Breathing (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_water_breathing_water_breathing_3_00.png,1
1555,Splash Potion of Water Breathing - Water Breathing (8:00),Splash Potion of Water Breathing - Water Breathing (8:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_water_breathing_water_breathing_8_00.png,1
1556,Splash Potion of Weakness - Weakness (1:30),Splash Potion of Weakness - Weakness (1:30),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_weakness_weakness_1_30.png,1
1557,Splash Potion of Weakness - Weakness (4:00),Splash Potion of Weakness - Weakness (4:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_weakness_weakness_4_00.png,1
1558,Splash Potion of Weaving - Weaving (3:00),Splash Potion of Weaving - Weaving (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_weaving_weaving_3_00.png,1
1559,Splash Potion of Wind Charging - Wind Charged (3:00),Splash Potion of Wind Charging - Wind Charged (3:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_potion_of_wind_charging_wind_charged_3_00.png,1
1560,Splash Uncraftable Potion,Splash Uncraftable Potion,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_uncraftable_potion.png,1
1561,Splash Water Bottle,Splash Water Bottle,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_splash_water_bottle.png,1
1562,Sponge,Sponge,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sponge.png,64
1563,Spore Blossom,Spore Blossom,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spore_blossom.png,64
1564,Spruce Boat,Spruce Boat,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_boat.png,1
1565,Spruce Boat with Chest,Spruce Boat with Chest,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_boat_with_chest.png,1
1566,Spruce Button,Spruce Button,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_button.png,64
1567,Spruce Door,Spruce Door,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_door.png,64
1568,Spruce Fence,Spruce Fence,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_fence.png,64
1569,Spruce Fence Gate,Spruce Fence Gate,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_fence_gate.png,64
1570,Spruce Hanging Sign,Spruce Hanging Sign,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_hanging_sign.png,16
1571,Spruce Leaves,Spruce Leaves,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_leaves.png,64
1572,Spruce Log,Spruce Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_log.png,64
1573,Spruce Planks,Spruce Planks,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_planks.png,64
1574,Spruce Pressure Plate,Spruce Pressure Plate,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_pressure_plate.png,64
1575,Spruce Sapling,Spruce Sapling,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_sapling.png,64
1576,Spruce Shelf,Spruce Shelf,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_shelf.png,64
1577,Spruce Sign,Spruce Sign,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_sign.png,16
1578,Spruce Slab,Spruce Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_slab.png,64
1579,Spruce Stairs,Spruce Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_stairs.png,64
1580,Spruce Trapdoor,Spruce Trapdoor,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_trapdoor.png,64
1581,Spruce Wood,Spruce Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spruce_wood.png,64
1582,Spyglass,Spyglass,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_spyglass.png,1
1583,Squid Spawn Egg,Squid Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_squid_spawn_egg.png,64
1584,Steak,Steak,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_steak.png,64
1585,Stick,Stick,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stick.png,64
1586,Sticky Piston,Sticky Piston,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sticky_piston.png,64
1587,Stone,Stone,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone.png,64
1588,Stone Axe,Stone Axe,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_axe.png,1
1589,Stone Brick Slab,Stone Brick Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_brick_slab.png,64
1590,Stone Brick Stairs,Stone Brick Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_brick_stairs.png,64
1591,Stone Brick Wall,Stone Brick Wall,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_brick_wall.png,64
1592,Stone Bricks,Stone Bricks,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_bricks.png,64
1593,Stone Button,Stone Button,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_button.png,64
1594,Stone Hoe,Stone Hoe,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_hoe.png,1
1595,Stone Pickaxe,Stone Pickaxe,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_pickaxe.png,1
1596,Stone Pressure Plate,Stone Pressure Plate,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_pressure_plate.png,64
1597,Stone Shovel,Stone Shovel,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_shovel.png,1
1598,Stone Slab,Stone Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_slab.png,64
1599,Stone Spear,Stone Spear,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_spear.png,1
1600,Stone Stairs,Stone Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_stairs.png,64
1601,Stone Sword,Stone Sword,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stone_sword.png,1
1602,Stonecutter,Stonecutter,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stonecutter.png,64
1603,Stray Spawn Egg,Stray Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stray_spawn_egg.png,64
1604,Strider Spawn Egg,Strider Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_strider_spawn_egg.png,64
1605,String,String,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_string.png,64
1606,Stripped Acacia Log,Stripped Acacia Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_acacia_log.png,64
1607,Stripped Acacia Wood,Stripped Acacia Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_acacia_wood.png,64
1608,Stripped Birch Log,Stripped Birch Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_birch_log.png,64
1609,Stripped Birch Wood,Stripped Birch Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_birch_wood.png,64
1610,Stripped Cherry Log,Stripped Cherry Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_cherry_log.png,64
1611,Stripped Cherry Wood,Stripped Cherry Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_cherry_wood.png,64
1612,Stripped Crimson Hyphae,Stripped Crimson Hyphae,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_crimson_hyphae.png,64
1613,Stripped Crimson Stem,Stripped Crimson Stem,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_crimson_stem.png,64
1614,Stripped Dark Oak Log,Stripped Dark Oak Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_dark_oak_log.png,64
1615,Stripped Dark Oak Wood,Stripped Dark Oak Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_dark_oak_wood.png,64
1616,Stripped Jungle Log,Stripped Jungle Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_jungle_log.png,64
1617,Stripped Jungle Wood,Stripped Jungle Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_jungle_wood.png,64
1618,Stripped Mangrove Log,Stripped Mangrove Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_mangrove_log.png,64
1619,Stripped Mangrove Wood,Stripped Mangrove Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_mangrove_wood.png,64
1620,Stripped Oak Log,Stripped Oak Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_oak_log.png,64
1621,Stripped Oak Wood,Stripped Oak Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_oak_wood.png,64
1622,Stripped Pale Oak Log,Stripped Pale Oak Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_pale_oak_log.png,64
1623,Stripped Pale Oak Wood,Stripped Pale Oak Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_pale_oak_wood.png,64
1624,Stripped Spruce Log,Stripped Spruce Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_spruce_log.png,64
1625,Stripped Spruce Wood,Stripped Spruce Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_spruce_wood.png,64
1626,Stripped Warped Hyphae,Stripped Warped Hyphae,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_warped_hyphae.png,64
1627,Stripped Warped Stem,Stripped Warped Stem,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_stripped_warped_stem.png,64
1628,Structure Block,Structure Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_structure_block.png,64
1629,Structure Void,Structure Void,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_structure_void.png,64
1630,Sugar,Sugar,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sugar.png,64
1631,Sugar Cane,Sugar Cane,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sugar_cane.png,64
1632,Sunflower,Sunflower,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sunflower.png,64
1633,Suspicious Gravel,Suspicious Gravel,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_suspicious_gravel.png,64
1634,Suspicious Sand,Suspicious Sand,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_suspicious_sand.png,64
1635,Suspicious Stew,Suspicious Stew,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_suspicious_stew.png,1
1636,Swamp Explorer Map,Swamp Explorer Map,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_swamp_explorer_map.png,64
1637,Sweet Berries,Sweet Berries,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_sweet_berries.png,64
1638,Tadpole Spawn Egg,Tadpole Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_tadpole_spawn_egg.png,64
1639,Taiga Village Map,Taiga Village Map,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_taiga_village_map.png,64
1640,Tall Dry Grass,Tall Dry Grass,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_tall_dry_grass.png,64
1641,Tall Grass,Tall Grass,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_tall_grass.png,64
1642,Target,Target,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_target.png,64
1643,Terracotta,Terracotta,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_terracotta.png,64
1644,Test Block,Test Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_test_block.png,64
1645,Test Instance Block,Test Instance Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_test_instance_block.png,64
1646,Thick Lingering Potion,Thick Lingering Potion,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_thick_lingering_potion.png,1
1647,Thick Potion,Thick Potion,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_thick_potion.png,1
1648,Thick Splash Potion,Thick Splash Potion,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_thick_splash_potion.png,1
